ano;PA_UFMUN;UF;Nome_Município;Pop_IBGE;PA_PROC_ID;NO_PROCEDIMENTO;Valor_Aprovado;qtd_aprovada
2018;320490;ES;São Mateus;132642;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;21.56;1
2018;352340;SP;Itatiba;122581;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;1922.13;98
2020;290630;BA;Canavieiras;30906;0201010640;PUNÇÃO P/ ESVAZIAMENTO;159;12
2015;261160;PE;Recife;1653461;0201010518;BIOPSIA/PUNÇÃO DE VULVA;1869.66;102
2020;431720;RS;Santa Rosa;73575;0201010518;BIOPSIA/PUNÇÃO DE VULVA;18.33;1
2015;210340;MA;Coelho Neto;49621;0201010410;BIOPSIA DE PROSTATA;554.28;6
2020;350550;SP;Barretos;122833;0201010518;BIOPSIA/PUNÇÃO DE VULVA;36.66;2
2018;320150;ES;Colatina;123400;0201010151;BIOPSIA DE ENDOMETRIO;18.33;1
2017;231290;CE;Sobral;210711;0201010372;BIOPSIA DE PELE E PARTES MOLES;5062.68;196
2020;150420;PA;Marabá;283542;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;423;30
2015;432000;RS;Sapucaia do Sul;141808;0201010062;BIOPSIA DE BEXIGA;41.68;1
2015;520540;GO;Ceres;22306;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;166.2;5
2017;130260;AM;Manaus;2219580;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;40791.3;2893
2017;352410;SP;Ituverava;42045;0201010410;BIOPSIA DE PROSTATA;40092.92;434
2020;292740;BA;Salvador;2886698;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;5920.59;323
2018;330285;RJ;Mesquita;176569;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;287.88;12
2018;150060;PA;Altamira;115969;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;140;2
2016;411990;PR;Ponta Grossa;355336;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;2260.32;68
2020;430460;RS;Canoas;348208;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;166.11;7
2020;315700;MG;Salinas;41699;0201010666;BIOPSIA DO COLO UTERINO;1411.41;77
2016;351350;SP;Cubatão;131626;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;14.1;1
2016;420690;SC;Ibirama;19096;0201010372;BIOPSIA DE PELE E PARTES MOLES;77.49;3
2020;160030;AP;Macapá;512902;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;564;40
2016;420210;SC;Barra Velha;29860;0201010372;BIOPSIA DE PELE E PARTES MOLES;671.58;26
2015;330430;RJ;Rio Bonito;60573;0201010410;BIOPSIA DE PROSTATA;1108.56;17
2016;313820;MG;Lavras;104783;0201010275;BIOPSIA DE MEDULA OSSEA;600;3
2016;411990;PR;Ponta Grossa;355336;0201010666;BIOPSIA DO COLO UTERINO;1008.15;55
2015;150680;PA;Santarém;306480;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;23.99;1
2018;354020;SP;Pontal;50852;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;14.1;1
2019;330350;RJ;Nova Iguaçu;823302;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;73.32;4
2015;316860;MG;Teófilo Otoni;140937;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;498.6;15
2018;316250;MG;São João del Rei;90497;0201010380;BIOPSIA DE PENIS;18.33;1
2018;330100;RJ;Campos dos Goytacazes;511168;0201010224;BIOPSIA DE GANGLIO LINFATICO;46.19;1
2018;432000;RS;Sapucaia do Sul;141808;0201010402;BIOPSIA DE PLEURA (POR ASPIRAÇÃO/AGULHA / PLEUROSCOPIA);113.68;1
2015;150715;PA;São Domingos do Araguaia;25753;0201010666;BIOPSIA DO COLO UTERINO;256.62;14
2015;530110;NULL;NULL;NULL;0201010640;PUNÇÃO P/ ESVAZIAMENTO;2954.75;223
2015;354140;SP;Presidente Prudente;230371;0201010410;BIOPSIA DE PROSTATA;184.76;2
2020;431660;RS;Sananduva;16328;0201010372;BIOPSIA DE PELE E PARTES MOLES;25.83;1
2020;420930;SC;Lages;157349;0201010062;BIOPSIA DE BEXIGA;333.44;8
2020;355030;SP;São Paulo;12325232;0201010399;BIOPSIA DE PIRAMIDE NASAL;843.18;46
2020;351880;SP;Guarulhos;1392121;0201010372;BIOPSIA DE PELE E PARTES MOLES;28335.51;1097
2018;293330;BA;Vitória da Conquista;341128;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;215.91;9
2017;310590;MG;Barroso;20897;0201010640;PUNÇÃO P/ ESVAZIAMENTO;26.5;2
2017;280030;SE;Aracaju;664908;0201010224;BIOPSIA DE GANGLIO LINFATICO;1108.56;24
2017;431950;RS;São Sebastião do Caí;25959;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;197.4;14
2018;210340;MA;Coelho Neto;49621;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;560;13
2017;320530;ES;Vitória;365855;0201010380;BIOPSIA DE PENIS;54.99;3
2015;351080;SP;Casa Branca;30520;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;14.1;1
2017;355410;SP;Taubaté;317915;0201010640;PUNÇÃO P/ ESVAZIAMENTO;742;60
2018;293330;BA;Vitória da Conquista;341128;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;1067;11
2019;431440;RS;Pelotas;343132;0201010410;BIOPSIA DE PROSTATA;6097.08;66
2015;412820;PR;União da Vitória;57913;0201010275;BIOPSIA DE MEDULA OSSEA;200;1
2017;431860;RS;São José do Ouro;6922;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;1729.59;19
2017;314610;MG;Ouro Preto;74558;0201010070;BIOPSIA DE BOLSA ESCROTAL;36.66;2
2016;311800;MG;Congonhas;55309;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;28.2;2
2018;432260;RS;Venâncio Aires;71973;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;14.1;1
2015;421480;SC;Rio do Sul;72006;0201010518;BIOPSIA/PUNÇÃO DE VULVA;54.99;3
2019;431410;RS;Passo Fundo;204722;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;177122;1826
2017;292170;BA;Morro do Chapéu;35440;0201010666;BIOPSIA DO COLO UTERINO;2970;28
2015;431560;RS;Rio Grande;211965;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;128.31;7
2017;520330;GO;Bela Vista de Goiás;30492;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;18.33;1
2017;350950;SP;Campinas;1213792;0201010330;BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO);753.04;4
2016;351870;SP;Guarujá;322750;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;23.99;1
2015;410550;PR;Cianorte;83816;0201010410;BIOPSIA DE PROSTATA;4803.76;52
2015;351880;SP;Guarulhos;1392121;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;6706.14;98
2016;355030;SP;São Paulo;12325232;0201010666;BIOPSIA DO COLO UTERINO;155566.71;8487
2015;130260;AM;Manaus;2219580;0201010518;BIOPSIA/PUNÇÃO DE VULVA;219.96;12
2019;310860;MG;Brasília de Minas;32405;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;2940;21
2018;316930;MG;Três Corações;80032;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;140;2
2018;431490;RS;Porto Alegre;1488252;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;311.87;13
2015;351380;SP;Diadema;426757;0201010410;BIOPSIA DE PROSTATA;10808.46;117
2020;351500;SP;Embu das Artes;276535;0201010640;PUNÇÃO P/ ESVAZIAMENTO;795;60
2016;250630;PB;Guarabira;59115;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;1368.6;20
2017;230440;CE;Fortaleza;2686612;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;32923.5;2365
2020;410840;PR;Francisco Beltrão;92216;0201010194;BIOPSIA DE FARINGE/LARINGE;228.72;12
2019;314330;MG;Montes Claros;413487;0201010070;BIOPSIA DE BOLSA ESCROTAL;18.33;1
2016;316930;MG;Três Corações;80032;0201010631;PUNÇÃO LOMBAR;7.04;1
2020;314800;MG;Patos de Minas;153585;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;344.96;16
2020;430460;RS;Canoas;348208;0201010631;PUNÇÃO LOMBAR;35.2;5
2018;250400;PB;Campina Grande;411807;0201010224;BIOPSIA DE GANGLIO LINFATICO;92.38;2
2017;421580;SC;São Bento do Sul;85421;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;95.96;4
2016;292740;BA;Salvador;2886698;0201010640;PUNÇÃO P/ ESVAZIAMENTO;17172;1296
2016;230110;CE;Aracati;74975;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;1001.1;143
2015;352900;SP;Marília;240590;0201010313;BIOPSIA DE OSSO / CARTILAGEM DA CINTURA PELVICA (POR AGULHA / CEU ABERTO);183.39;1
2020;317010;MG;Uberaba;337092;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;128.31;7
2020;330040;RJ;Barra Mansa;184833;0201010275;BIOPSIA DE MEDULA OSSEA;19200;96
2019;355370;SP;Taquaritinga;57364;0201010275;BIOPSIA DE MEDULA OSSEA;2200;11
2016;353060;SP;Mogi das Cruzes;450785;0201010380;BIOPSIA DE PENIS;458.25;25
2017;352260;SP;Itapira;75234;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;7797.3;553
2015;430350;RS;Camaquã;66478;0201010372;BIOPSIA DE PELE E PARTES MOLES;32442.48;1256
2017;311860;MG;Contagem;668949;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;18.33;1
2017;150618;PA;Rondon do Pará;52803;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;256.62;14
2016;317130;MG;Viçosa;79388;0201010224;BIOPSIA DE GANGLIO LINFATICO;46.19;1
2017;353870;SP;Piracicaba;407252;0201010275;BIOPSIA DE MEDULA OSSEA;17400;87
2016;500570;MS;Naviraí;55689;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;1229.88;37
2016;150140;PA;Belém;1499641;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;11634;350
2017;411370;PR;Londrina;575377;0201010402;BIOPSIA DE PLEURA (POR ASPIRAÇÃO/AGULHA / PLEUROSCOPIA);113.68;1
2020;320120;ES;Cachoeiro de Itapemirim;210589;0201010275;BIOPSIA DE MEDULA OSSEA;8200;41
2015;352440;SP;Jacareí;235416;0201010666;BIOPSIA DO COLO UTERINO;18.33;1
2016;314790;MG;Passos;115337;0201010380;BIOPSIA DE PENIS;18.33;1
2016;211130;MA;São Luís;1108975;0201010380;BIOPSIA DE PENIS;733.2;40
2020;313520;MG;Januária;67852;0201010372;BIOPSIA DE PELE E PARTES MOLES;335.79;13
2017;421620;SC;São Francisco do Sul;53746;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;267.9;19
2019;330490;RJ;São Gonçalo;1091737;0201010062;BIOPSIA DE BEXIGA;41.68;1
2018;120020;AC;Cruzeiro do Sul;89072;0201010372;BIOPSIA DE PELE E PARTES MOLES;1394.82;54
2019;521710;GO;Piracanjuba;24548;0201010640;PUNÇÃO P/ ESVAZIAMENTO;185.5;14
2015;330580;RJ;Teresópolis;184240;0201010275;BIOPSIA DE MEDULA OSSEA;1000;5
2020;410400;PR;Campina Grande do Sul;43685;0201010275;BIOPSIA DE MEDULA OSSEA;600;3
2018;313190;MG;Itabirito;52446;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;42.3;4
2016;320520;ES;Vila Velha;501325;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;28.2;2
2020;312770;MG;Governador Valadares;281046;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;25900;185
2016;530150;NULL;NULL;NULL;0201010372;BIOPSIA DE PELE E PARTES MOLES;826.56;32
2018;353950;SP;Pitangueiras;40080;0201010224;BIOPSIA DE GANGLIO LINFATICO;92.38;2
2020;352480;SP;Jales;49201;0201010380;BIOPSIA DE PENIS;54.99;3
2017;352680;SP;Lençóis Paulista;68990;0201010380;BIOPSIA DE PENIS;73.32;4
2019;350550;SP;Barretos;122833;0201010640;PUNÇÃO P/ ESVAZIAMENTO;437.25;33
2020;250750;PB;João Pessoa;817511;0201010631;PUNÇÃO LOMBAR;246.4;35
2016;431680;RS;Santa Cruz do Sul;131365;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;23.99;1
2017;350550;SP;Barretos;122833;0201010062;BIOPSIA DE BEXIGA;41.68;1
2018;311730;MG;Conceição das Alagoas;28346;0201010640;PUNÇÃO P/ ESVAZIAMENTO;26.5;2
2015;261160;PE;Recife;1653461;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;95802;1400
2015;355250;SP;Suzano;300559;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;2651.88;123
2016;150680;PA;Santarém;306480;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;2298.3;163
2020;355400;SP;Tatuí;122967;0201010631;PUNÇÃO LOMBAR;21.12;3
2020;290570;BA;Camaçari;304302;0201010410;BIOPSIA DE PROSTATA;277.14;3
2017;354390;SP;Rio Claro;208008;0201010372;BIOPSIA DE PELE E PARTES MOLES;47649.33;1844
2017;420230;SC;Biguaçu;69486;0201010046;BIOPSIA DE ANUS E CANAL ANAL;3193.58;173
2016;320290;ES;Itarana;10494;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;14.1;1
2016;354890;SP;São Carlos;254484;0201010500;BIOPSIA/PUNÇÃO DE VAGINA;109.98;6
2017;150140;PA;Belém;1499641;0201010194;BIOPSIA DE FARINGE/LARINGE;38.12;2
2016;521710;GO;Piracanjuba;24548;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;14.1;1
2016;354980;SP;São José do Rio Preto;464983;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;16694.4;1184
2020;431370;RS;Palmeira das Missões;33131;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;1013.32;55
2018;352390;SP;Itu;175568;0201010666;BIOPSIA DO COLO UTERINO;1393.08;76
2015;261160;PE;Recife;1653461;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;15143.4;1075
2015;250970;PB;Monteiro;33433;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;47.46;2
2018;354390;SP;Rio Claro;208008;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;1638.56;76
2018;354330;SP;Ribeirão Pires;124159;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;47.98;2
2017;315690;MG;Sacramento;26374;0201010410;BIOPSIA DE PROSTATA;277.14;3
2019;310670;MG;Betim;444784;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;1542.45;65
2017;350550;SP;Barretos;122833;0201010194;BIOPSIA DE FARINGE/LARINGE;190.6;10
2018;270810;AL;Santana do Mundaú;10687;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;21.56;1
2019;330455;RJ;Rio de Janeiro;6747815;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;239.9;10
2016;314150;MG;Mendes Pimentel;6446;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;1043.4;74
2017;313670;MG;Juiz de Fora;573285;0201010445;BIOPSIA DE SEIO PARANASAL;54.99;3
2018;317020;MG;Uberlândia;699097;0201010496;BIOPSIA DE URETRA;46.19;1
2015;280350;SE;Lagarto;105221;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;132.96;4
2016;431514;RS;Presidente Lucena;2937;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;620.4;44
2018;210570;MA;Lago da Pedra;50616;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;352.5;25
2017;315460;MG;Ribeirão das Neves;338197;0201010666;BIOPSIA DO COLO UTERINO;8908.38;486
2019;211107;MA;São João do Soter;18645;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;43.12;2
2019;313190;MG;Itabirito;52446;0201010518;BIOPSIA/PUNÇÃO DE VULVA;91.65;5
2016;352900;SP;Marília;240590;0201010640;PUNÇÃO P/ ESVAZIAMENTO;1232.25;93
2020;230655;CE;Itarema;42215;0201010410;BIOPSIA DE PROSTATA;461.9;5
2019;354000;SP;Pompéia;22172;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;797.72;39
2017;210300;MA;Caxias;165525;0201010372;BIOPSIA DE PELE E PARTES MOLES;5630.94;218
2016;431350;RS;Osório;46414;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;2134;22
2019;410650;PR;Coronel Vivida;20580;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;388.08;18
2015;520870;GO;Goiânia;1536097;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;9787.92;408
2017;210570;MA;Lago da Pedra;50616;0201010666;BIOPSIA DO COLO UTERINO;36.66;2
2015;520110;GO;Anápolis;391772;0201010640;PUNÇÃO P/ ESVAZIAMENTO;265;20
2017;311340;MG;Caratinga;92603;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;98.7;7
2019;291072;BA;Eunápolis;114396;0201010410;BIOPSIA DE PROSTATA;3000;10
2020;355280;SP;Taboão da Serra;293652;0201010046;BIOPSIA DE ANUS E CANAL ANAL;73.84;4
2020;314390;MG;Muriaé;109392;0201010372;BIOPSIA DE PELE E PARTES MOLES;6457.5;250
2016;310930;MG;Buritis;25013;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;71.19;4
2020;351050;SP;Caraguatatuba;123389;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;97;1
2019;210005;MA;Açailândia;113121;0201010380;BIOPSIA DE PENIS;18.33;1
2018;412180;PR;Ribeirão Claro;10645;0201010631;PUNÇÃO LOMBAR;49.28;7
2015;270430;AL;Maceió;1025360;0201010275;BIOPSIA DE MEDULA OSSEA;10600;53
2019;150140;PA;Belém;1499641;0201010402;BIOPSIA DE PLEURA (POR ASPIRAÇÃO/AGULHA / PLEUROSCOPIA);341.04;3
2020;350950;SP;Campinas;1213792;0201010283;BIOPSIA DE MUSCULO (A CEU ABERTO);91.65;5
2017;330060;RJ;Bom Jesus do Itabapoana;37203;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;43.12;2
2019;260230;PE;Bonito;38117;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;431.82;18
2015;350900;SP;Caieiras;102775;0201010518;BIOPSIA/PUNÇÃO DE VULVA;274.95;15
2019;221100;PI;Teresina;868075;0201010380;BIOPSIA DE PENIS;18.33;1
2020;330022;RJ;Areal;12669;0201010372;BIOPSIA DE PELE E PARTES MOLES;335.79;13
2020;313240;MG;Itajubá;97334;0201010410;BIOPSIA DE PROSTATA;0;46
2016;350400;SP;Assis;105087;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;1803.48;76
2020;352670;SP;Leme;104346;0201010666;BIOPSIA DO COLO UTERINO;18.33;1
2016;432090;RS;Tapejara;24552;0201010372;BIOPSIA DE PELE E PARTES MOLES;25.83;1
2015;240200;RN;Caicó;68343;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;28.2;2
2020;314330;MG;Montes Claros;413487;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;560;8
2019;240800;RN;Mossoró;300618;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;569.52;24
2016;230190;CE;Barbalha;61228;0201010410;BIOPSIA DE PROSTATA;2771.4;30
2020;430460;RS;Canoas;348208;0201010542;BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONÂNCIA MAGNÉTICA / RAIO X;7178;74
2020;310620;MG;Belo Horizonte;2521564;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;19478.64;293
2016;500830;MS;Três Lagoas;123281;0201010321;BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO);188.78;1
2019;351550;SP;Fernandópolis;69402;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;21168;189
2016;352600;SP;Junqueirópolis;20831;0201010666;BIOPSIA DO COLO UTERINO;18.33;1
2020;352530;SP;Jaú;151881;0201010321;BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO);2076.58;11
2016;431680;RS;Santa Cruz do Sul;131365;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;68.43;1
2020;351630;SP;Francisco Morato;177633;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;28.2;2
2019;317020;MG;Uberlândia;699097;0201010046;BIOPSIA DE ANUS E CANAL ANAL;18.46;9
2017;310110;MG;Aimorés;25141;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;245;7
2020;230110;CE;Aracati;74975;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;817.8;63
2015;291080;BA;Feira de Santana;619609;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;47.98;2
2015;352240;SP;Itapeva;94804;0201010224;BIOPSIA DE GANGLIO LINFATICO;46.19;1
2015;330350;RJ;Nova Iguaçu;823302;0201010216;BIOPSIA DE FIGADO POR PUNCAO;142.3;2
2015;355280;SP;Taboão da Serra;293652;0201010194;BIOPSIA DE FARINGE/LARINGE;38.12;2
2016;330010;RJ;Angra dos Reis;207044;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;324.3;23
2019;350040;SP;Águas da Prata;8221;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;648.6;46
2020;354660;SP;Santa Fé do Sul;32563;0201010410;BIOPSIA DE PROSTATA;4157.1;45
2015;410690;PR;Curitiba;1948626;0201010070;BIOPSIA DE BOLSA ESCROTAL;18.33;1
2019;521880;GO;Rio Verde;241518;0201010372;BIOPSIA DE PELE E PARTES MOLES;13655;210
2016;432040;RS;Serafina Corrêa;17795;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;66.48;2
2015;350190;SP;Amparo;72677;0201010640;PUNÇÃO P/ ESVAZIAMENTO;106;8
2016;150240;PA;Castanhal;203251;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;21.56;1
2016;270630;AL;Palmeira dos Índios;73337;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;107.8;6
2017;431690;RS;Santa Maria;283677;0201010216;BIOPSIA DE FIGADO POR PUNCAO;569.2;9
2020;330040;RJ;Barra Mansa;184833;0201010666;BIOPSIA DO COLO UTERINO;311.61;17
2019;430510;RS;Caxias do Sul;517451;0201010526;BIÓPSIA DOS TECIDOS MOLES DA BOCA;4484.48;208
2018;410550;PR;Cianorte;83816;0201010410;BIOPSIA DE PROSTATA;1755.22;19
2017;330030;RJ;Barra do Piraí;100764;0201010640;PUNÇÃO P/ ESVAZIAMENTO;212;25
2020;320305;ES;Jaguaré;31039;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;14.1;1
2016;420290;SC;Brusque;137689;0201010046;BIOPSIA DE ANUS E CANAL ANAL;3692;200
2015;430160;RS;Bagé;121335;0201010518;BIOPSIA/PUNÇÃO DE VULVA;73.32;4
2019;230430;CE;Farias Brito;19389;0201010631;PUNÇÃO LOMBAR;7.04;1
2016;317010;MG;Uberaba;337092;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;47.98;2
2019;354940;SP;São Joaquim da Barra;52319;0201010640;PUNÇÃO P/ ESVAZIAMENTO;238.5;18
2017;355240;SP;Sumaré;286211;0201010216;BIOPSIA DE FIGADO POR PUNCAO;71.15;1
2019;350170;SP;Américo Brasiliense;41032;0201010640;PUNÇÃO P/ ESVAZIAMENTO;13.25;1
2019;314810;MG;Patrocínio;91449;0201010046;BIOPSIA DE ANUS E CANAL ANAL;0;16
2017;240230;RN;Caraúbas;20541;0201010640;PUNÇÃO P/ ESVAZIAMENTO;1020.25;77
2015;314330;MG;Montes Claros;413487;0201010585;PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA;33.24;1
2015;500630;MS;Paranaíba;42276;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;35;1
2017;510410;MT;Guarantã do Norte;36130;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;211.5;41
2015;421660;SC;São José;250181;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;28.2;2
2016;313580;MG;Jequitinhonha;25474;0201010607;PUNÇÃO DE MAMA POR AGULHA GROSSA;6227.13;98
2017;330270;RJ;Maricá;164504;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;578.1;46
2016;510760;MT;Rondonópolis;236042;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;770;22
2017;230020;CE;Acaraú;63104;0201010348;BIÓPSIA DE OSSO DO CRÂNIO E DA FACE;71.97;3
2019;260010;PE;Afogados da Ingazeira;37404;0201010470;BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF;2871.33;121
2018;330200;RJ;Itaguaí;134819;0201010372;BIOPSIA DE PELE E PARTES MOLES;25.83;1
2019;313670;MG;Juiz de Fora;573285;0201010640;PUNÇÃO P/ ESVAZIAMENTO;265;20
2015;421900;SC;Urussanga;21344;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;28.2;2
2015;270700;AL;Pindoba;2905;0201010666;BIOPSIA DO COLO UTERINO;146.64;8
2018;320520;ES;Vila Velha;501325;0201010640;PUNÇÃO P/ ESVAZIAMENTO;13.25;1
2020;431720;RS;Santa Rosa;73575;0201010380;BIOPSIA DE PENIS;36.66;2
2019;431600;RS;Rolante;21453;0201010640;PUNÇÃO P/ ESVAZIAMENTO;92.75;14
2018;110020;RO;Porto Velho;539354;0201010569;BIOPSIA/EXERESE DE NÓDULO DE MAMA;4690;75
2017;421800;SC;Tijucas;39155;0201010020;BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE;1917.6;136
